Movie Name,IMDB Rating,Budget (Million $),Revenue (Million $),Avg User Watch Time (Minutes),Type
Shadow Code,4.1,58.4,174.7,81.1,Movie
Hidden Code,4.3,169.3,439.7,77.0,Movie
Hidden Saga,5.1,223.1,1114.4,113.5,Movie
Hidden Saga,6.9,190.3,787.9,157.9,Series
Stranger Legacy,4.4,180.4,412.6,156.6,Series
Broken Legacy,3.8,222.1,587.7,162.2,Movie
Midnight Code,9.3,18.0,28.9,152.3,Movie
Hidden Chronicles,3.1,219.7,856.5,67.4,Movie
Shadow Empire,8.2,82.5,355.0,146.4,Series
Shadow Truth,8.1,172.0,832.9,122.3,Movie
Stranger Truth,4.9,73.4,223.6,147.2,Movie
Dark War,3.9,251.8,885.9,118.1,Series
Midnight Reckoning,3.9,144.7,362.8,118.0,Movie
Final Legacy,7.5,193.2,626.2,75.1,Movie
Final Empire,7.2,238.4,493.3,168.6,Series
Dark Code,8.1,268.7,1026.3,105.0,Series
Dark Chronicles,9.1,219.9,132.4,129.9,Movie
Dark Prophecy,7.5,45.5,28.6,84.9,Movie
Shadow Truth,4.0,256.5,954.8,104.3,Series
Hidden Legacy,4.6,186.0,872.0,164.5,Movie
Broken Code,8.5,183.2,612.8,85.2,Movie
Stranger Legacy,4.4,276.5,1042.2,84.7,Movie
Eternal Destiny,3.5,75.4,317.3,91.3,Series
Stranger Prophecy,7.6,72.6,154.5,129.0,Series
Lost Prophecy,5.6,154.4,152.3,122.5,Movie
Hidden Reckoning,9.0,225.5,1059.6,81.0,Series
Stranger Empire,7.2,134.7,636.3,143.0,Movie
Broken Code,3.6,190.5,474.0,168.9,Movie
Midnight Destiny,9.2,136.3,201.4,83.9,Movie
Hidden Saga,4.7,183.5,828.6,140.8,Movie
Lost Code,5.2,246.9,910.5,130.4,Series
Stranger Empire,5.6,55.0,29.5,99.5,Movie
Final Destiny,3.3,208.9,205.7,134.1,Movie
Final Chronicles,6.2,236.4,1164.1,85.2,Movie
Broken Empire,3.8,134.7,90.5,160.1,Movie
Stranger Chronicles,5.6,97.6,172.9,62.7,Movie
Eternal Saga,5.3,5.0,14.8,128.0,Movie
Eternal Saga,8.0,239.3,318.2,98.3,Movie
Lost Saga,8.2,99.1,153.0,165.8,Series
Final Code,4.0,107.8,225.1,119.9,Series
Stranger Prophecy,5.4,101.5,173.9,156.3,Movie
Stranger Reckoning,5.4,150.1,617.7,170.9,Movie
Midnight Reckoning,4.0,211.0,580.5,100.1,Movie
Lost War,8.2,231.8,406.5,165.6,Movie
Broken Prophecy,7.6,118.4,226.0,147.2,Movie
Midnight Chronicles,4.2,199.3,135.4,73.0,Movie
Eternal War,5.4,216.5,156.4,72.5,Movie
Final Chronicles,3.7,89.8,335.0,158.1,Movie
Stranger Code,7.1,29.9,30.1,116.2,Movie
Eternal Prophecy,3.8,268.5,709.1,119.4,Movie
Shadow Chronicles,9.4,203.5,873.1,166.9,Movie
Final Saga,8.1,194.8,420.4,168.5,Series
Final Saga,5.5,18.6,38.2,73.5,Movie
Stranger Legacy,6.8,245.5,1087.3,104.8,Movie
Midnight Prophecy,8.9,170.3,747.9,167.4,Movie
Shadow Code,6.6,254.5,1135.2,158.4,Series
Midnight Truth,4.1,292.4,898.7,146.5,Movie
Shadow Saga,5.5,287.2,1374.4,72.2,Movie
Secret Chronicles,8.5,257.0,1075.6,134.5,Movie
Eternal Chronicles,7.2,4.3,10.2,129.8,Series
Lost War,7.2,265.8,885.9,80.1,Movie
Stranger Empire,8.6,23.4,24.5,152.9,Movie
Midnight Reckoning,8.8,255.5,761.6,97.4,Movie
Shadow Destiny,9.0,84.8,142.8,134.5,Series
Secret Prophecy,3.6,183.4,325.7,103.4,Movie
Midnight Empire,6.5,12.4,13.2,70.1,Movie
Broken Legacy,7.8,231.6,489.1,123.0,Movie
Midnight Reckoning,7.9,34.4,91.7,96.8,Movie
Stranger Destiny,6.9,123.8,396.4,68.6,Movie
Eternal Chronicles,4.1,245.4,459.4,83.8,Series
Final Reckoning,8.2,208.9,849.2,134.3,Movie
Midnight Chronicles,7.7,2.8,8.0,72.2,Series
Shadow Destiny,3.6,121.5,409.6,70.5,Series
Broken Destiny,6.0,13.5,23.6,173.3,Series
Dark Destiny,4.1,202.4,842.7,72.9,Movie
Hidden Destiny,5.2,290.7,962.0,105.1,Movie
Broken Saga,3.1,196.9,862.5,76.0,Movie
Shadow War,5.6,68.1,83.1,172.7,Movie
Secret Reckoning,6.6,107.2,237.2,117.7,Movie
Midnight Truth,7.0,293.0,295.5,73.3,Movie
Midnight Empire,7.3,68.0,100.0,152.3,Movie
Lost Prophecy,8.4,168.9,384.3,153.7,Movie
Midnight Empire,4.4,120.7,546.2,168.1,Series
Shadow Chronicles,3.8,230.7,693.6,144.7,Movie
Midnight Prophecy,8.5,260.3,517.1,66.6,Movie
Hidden Prophecy,4.0,102.9,397.3,126.0,Series
Dark Destiny,9.3,198.5,116.8,106.1,Movie
Stranger Saga,8.5,165.2,357.7,149.8,Movie
Hidden Chronicles,6.3,84.3,270.1,130.9,Movie
Lost Empire,9.4,82.3,257.2,147.0,Series
Hidden Legacy,3.6,162.1,524.2,81.7,Movie
Final Empire,5.0,47.0,68.2,112.4,Movie
Midnight War,7.1,243.4,490.9,111.9,Movie
Stranger Destiny,5.3,21.6,101.3,177.7,Series
Eternal Chronicles,9.0,29.3,143.1,62.3,Movie
Hidden Saga,3.4,103.3,196.7,157.9,Movie
Stranger Reckoning,6.6,36.3,123.4,71.7,Movie
Shadow Empire,6.8,143.2,227.1,69.6,Movie
Eternal War,7.2,120.5,260.1,99.4,Movie
Final Reckoning,4.7,216.8,881.4,144.1,Movie
Hidden Empire,5.4,285.9,787.7,141.4,Series
Dark Chronicles,8.5,226.3,978.3,135.3,Series
Lost Destiny,4.3,54.7,182.1,152.9,Series
Stranger Legacy,8.4,280.7,934.8,87.9,Movie
Eternal Empire,6.7,118.2,77.1,136.1,Movie
Midnight Code,8.0,142.8,553.1,136.6,Movie
Broken Truth,7.6,127.1,622.8,138.5,Movie
Eternal Prophecy,4.3,84.9,223.2,131.3,Series
Midnight Reckoning,6.7,268.6,326.0,86.6,Series
Midnight Truth,8.6,100.3,491.1,169.7,Series
Midnight Prophecy,5.8,174.0,314.2,177.1,Movie
Stranger Saga,9.3,72.8,170.5,142.7,Movie
Stranger War,5.9,239.4,203.0,113.3,Series
Secret Truth,3.9,232.5,232.2,124.5,Movie
Broken Saga,5.5,89.6,132.1,73.0,Series
Final Reckoning,9.2,204.8,607.9,103.6,Movie
Eternal Chronicles,5.1,211.5,636.6,177.1,Series
Dark Saga,8.6,169.2,546.2,125.7,Series
Broken Empire,8.7,180.6,564.8,127.3,Movie
Eternal Chronicles,5.3,172.8,471.5,174.5,Movie
Lost Chronicles,3.5,25.5,104.8,166.4,Series
Final Saga,7.7,201.4,947.1,128.2,Series
Eternal Destiny,5.0,141.5,242.5,92.3,Series
Hidden Reckoning,8.1,132.1,143.4,74.0,Series
Midnight Truth,5.9,258.1,622.8,163.6,Series
Final Reckoning,6.2,7.9,4.9,170.4,Series
Eternal Reckoning,8.1,76.1,340.5,119.3,Movie
Lost Chronicles,5.5,37.3,58.9,71.3,Movie
Broken Code,5.9,11.6,34.5,132.7,Movie
Dark Saga,5.4,83.4,84.9,104.1,Movie
Final Code,5.4,296.6,886.7,78.9,Movie
Eternal Chronicles,6.4,81.8,55.3,170.3,Movie
Broken Prophecy,8.3,199.4,789.6,88.7,Series
Lost Empire,5.4,36.4,174.7,145.3,Movie
Dark War,6.4,181.0,340.5,111.5,Movie
Dark Empire,7.4,295.4,490.9,159.4,Series
Midnight War,4.8,88.3,222.2,144.1,Movie
Final War,4.8,254.6,837.6,74.8,Movie
Shadow Reckoning,9.1,299.3,404.2,114.0,Series
Broken Destiny,7.7,177.0,728.3,91.2,Movie
Lost War,6.8,93.5,130.3,145.6,Movie
Lost Truth,7.2,202.4,106.2,125.4,Movie
Hidden Chronicles,3.2,253.6,725.1,100.8,Movie
Dark Truth,7.0,52.2,53.1,99.5,Movie
Secret Saga,6.3,136.3,496.4,73.7,Series
Eternal War,6.5,96.4,120.8,85.7,Movie
Secret Legacy,5.3,85.7,358.1,145.6,Series
Final War,3.5,258.4,676.1,133.2,Movie
Midnight Empire,4.3,127.1,387.4,102.7,Movie
Secret Reckoning,9.2,102.4,137.2,160.3,Movie
Dark Truth,5.7,181.4,210.4,118.1,Movie
Hidden Destiny,6.0,66.6,222.5,155.3,Movie
Secret Legacy,3.3,69.7,115.0,153.7,Series
Final Chronicles,3.2,156.6,350.3,161.8,Series
Final Saga,7.7,123.4,327.9,162.0,Movie
Midnight Reckoning,6.5,89.2,136.8,141.5,Movie
Eternal War,6.3,17.1,69.8,149.9,Movie
Midnight Destiny,4.6,156.7,740.8,153.2,Series
Eternal War,7.8,245.2,599.2,80.3,Movie
Dark Code,4.1,255.6,1183.2,96.0,Movie
Final Code,4.2,71.4,319.3,72.5,Movie
Hidden Legacy,6.0,180.3,224.9,82.7,Movie
Final Legacy,4.9,256.9,328.9,153.4,Movie
Shadow Chronicles,4.6,123.2,326.3,173.7,Movie
Midnight Truth,7.2,279.7,801.7,140.8,Movie
Final War,7.2,271.0,551.5,166.3,Series
Final War,8.4,63.2,120.6,98.2,Movie
Midnight Saga,5.7,78.4,191.4,161.5,Movie
Secret Chronicles,3.5,55.0,198.4,100.7,Movie
Broken Saga,4.8,59.6,52.4,167.3,Series
Hidden War,9.4,272.5,1007.6,155.8,Movie
Secret Destiny,6.9,279.4,1304.3,178.0,Series
Lost Reckoning,7.6,16.5,64.9,159.3,Movie
Shadow Prophecy,3.0,178.5,243.2,107.8,Movie
Stranger Destiny,6.4,169.7,151.7,73.2,Movie
Secret War,3.2,117.8,318.9,164.9,Movie
Secret Code,6.7,189.9,912.2,128.5,Series
Dark Chronicles,9.0,284.3,1190.0,163.0,Movie
Broken Truth,9.3,51.9,157.4,106.5,Movie
Final Legacy,6.5,37.0,42.3,63.5,Movie
Eternal War,6.0,11.0,40.8,66.3,Movie
Shadow Prophecy,9.1,109.8,456.6,140.5,Movie
Dark Reckoning,7.4,102.0,480.2,73.7,Movie
Midnight Truth,3.4,129.8,422.4,149.5,Movie
Midnight Empire,6.0,151.5,426.5,110.3,Movie
Broken Empire,4.6,227.6,748.0,127.6,Series
Secret Destiny,6.1,118.2,560.8,156.1,Movie
Lost Chronicles,6.0,99.9,332.3,90.4,Movie
Secret Destiny,6.8,248.2,411.8,109.5,Movie
Stranger War,5.3,255.1,857.8,147.5,Movie
Midnight War,4.1,70.6,314.8,170.2,Movie
Dark Legacy,6.3,95.1,290.2,94.8,Series
Final Truth,8.4,247.7,684.2,134.7,Movie
Final Code,7.3,24.7,93.9,174.1,Movie
Midnight Destiny,5.2,98.4,341.9,137.9,Series
Lost Chronicles,9.1,135.1,102.0,167.1,Movie
Secret War,8.9,56.9,214.2,172.8,Movie
Eternal Empire,4.4,54.8,127.9,171.5,Series
Eternal Destiny,3.3,128.0,606.0,151.0,Movie
Dark Legacy,7.8,226.6,1103.2,126.3,Movie
Secret Chronicles,8.4,252.2,635.4,71.6,Movie
Lost Chronicles,9.3,293.8,1427.7,86.7,Series
Secret War,8.8,23.1,43.9,90.7,Movie
Broken Reckoning,6.9,65.8,235.0,64.0,Movie
Midnight Code,6.4,227.2,190.3,72.2,Series
Shadow War,3.2,162.6,187.4,95.4,Movie
Eternal Code,4.6,99.0,434.6,70.9,Movie
Hidden Empire,6.0,62.5,282.6,80.3,Movie
Secret Chronicles,7.1,84.9,245.9,66.5,Movie
Secret Code,6.6,129.4,262.6,110.0,Movie
Stranger Destiny,7.8,54.0,136.6,158.6,Movie
Midnight Reckoning,4.8,289.3,1276.8,157.5,Movie
Eternal War,6.7,33.2,48.1,168.6,Series
Dark Reckoning,3.6,295.7,540.2,149.5,Movie
Final War,5.7,252.7,1019.5,89.3,Movie
Shadow Chronicles,7.9,127.5,600.4,144.3,Series
Final Legacy,7.5,222.2,204.0,150.5,Movie
Eternal Legacy,9.4,201.8,830.8,125.2,Movie
Shadow Saga,4.8,64.8,220.5,156.8,Series
Shadow Destiny,6.2,102.4,157.5,68.6,Movie
Secret War,5.1,154.4,602.3,131.4,Series
Final Legacy,5.9,191.7,723.8,117.6,Series
Broken Legacy,8.6,163.3,186.0,156.6,Movie
Midnight Truth,7.4,142.4,393.0,75.4,Series
Eternal Chronicles,8.7,133.5,522.3,85.5,Movie
Dark Legacy,4.3,150.0,204.3,127.0,Series
Final Legacy,8.7,130.9,338.0,173.7,Series
Midnight War,3.4,162.9,170.0,70.0,Movie
Secret Empire,8.8,266.5,501.2,149.2,Movie
Final Empire,5.1,190.2,281.6,84.6,Series
Dark Saga,5.0,217.1,602.0,72.7,Series
Dark War,6.3,179.6,203.9,107.4,Series
Hidden Destiny,9.1,193.3,429.9,130.0,Movie
Midnight Destiny,3.3,173.9,302.3,159.2,Movie
Dark Prophecy,5.3,9.0,34.7,136.2,Movie
Broken Empire,8.6,299.9,1094.2,119.0,Series
Shadow Saga,5.6,11.0,10.2,94.3,Movie
Dark Code,4.3,119.1,570.6,95.1,Series
Eternal Legacy,5.8,32.4,124.8,152.5,Series
Lost Reckoning,5.5,30.0,98.2,73.7,Series
Eternal Saga,9.0,238.3,631.4,77.6,Movie
Lost War,8.0,128.4,167.0,146.4,Series
Lost War,6.3,240.5,1161.4,175.3,Movie
Hidden Reckoning,9.4,82.6,44.2,74.4,Movie
Broken Chronicles,6.0,77.7,281.0,133.1,Series
Final Destiny,3.4,76.1,211.8,88.7,Series
Final Empire,4.7,185.2,844.8,63.1,Movie
Midnight Reckoning,5.8,244.7,541.6,159.9,Series
Broken Saga,4.0,136.2,386.0,121.0,Movie
Final Truth,9.2,114.4,439.4,62.9,Movie
Dark Reckoning,8.0,292.1,208.6,167.5,Series
Hidden Destiny,4.7,35.9,26.8,124.3,Movie
Eternal Destiny,6.8,146.5,212.8,148.4,Movie
Dark Empire,7.7,123.1,142.7,110.8,Movie
Hidden Code,9.1,30.3,16.0,82.2,Movie
Shadow Saga,8.7,81.2,268.2,115.9,Movie
Hidden Saga,6.3,9.5,38.8,94.5,Movie
Stranger Truth,8.0,263.2,1265.2,95.6,Movie
Stranger Code,6.7,182.7,453.8,137.3,Series
Dark Empire,6.6,244.7,430.4,71.3,Movie
Shadow Empire,3.7,156.9,688.4,107.6,Series
Midnight Truth,3.8,180.3,775.3,125.6,Movie
Shadow Destiny,6.4,210.6,697.5,145.2,Movie
Stranger Prophecy,4.7,272.5,471.2,135.9,Movie
Shadow Chronicles,3.1,28.4,130.3,166.3,Movie
Midnight Empire,7.7,100.0,130.3,179.1,Series
Shadow Prophecy,3.2,213.0,148.3,172.5,Movie
Secret Empire,6.9,287.5,1174.4,151.7,Movie
Stranger Destiny,6.5,294.3,893.6,142.3,Series
Shadow Reckoning,9.3,191.8,308.6,64.3,Series
Midnight Prophecy,6.1,58.9,207.3,124.0,Movie
Dark Prophecy,3.4,36.6,144.6,139.6,Movie
Hidden Chronicles,6.6,283.9,1220.9,109.6,Movie
Midnight War,8.5,130.7,231.3,106.2,Movie
Secret Code,9.5,59.2,36.4,125.1,Movie
Lost Destiny,5.8,280.2,783.2,168.8,Movie
Eternal Legacy,5.1,32.3,140.6,91.3,Movie
Stranger Legacy,8.9,219.1,314.5,107.9,Movie
Broken Reckoning,4.2,188.0,450.3,138.4,Series
Secret War,7.0,27.2,45.0,82.3,Movie
Secret Code,5.6,102.3,57.3,160.2,Movie
Eternal Legacy,3.3,45.8,208.1,139.9,Series
Broken Code,5.3,181.7,201.3,102.3,Series
Lost Prophecy,4.7,143.7,567.7,146.7,Movie
Broken Chronicles,7.5,2.3,4.7,93.5,Movie
Shadow Prophecy,9.2,292.7,512.1,152.9,Series
Broken Prophecy,4.7,105.5,499.5,68.5,Movie
Shadow Reckoning,8.3,78.2,270.4,111.2,Movie
Secret War,3.4,67.5,242.4,91.4,Movie
Broken Reckoning,6.5,48.5,190.0,158.0,Movie
Dark Truth,3.5,299.7,609.6,150.3,Series
Secret Truth,9.1,89.2,270.9,161.0,Movie
Eternal Code,8.0,122.2,209.7,138.2,Series
Lost Chronicles,7.3,261.5,1112.8,155.4,Movie
Lost Reckoning,8.4,192.9,616.7,112.7,Movie
Midnight Legacy,7.2,111.2,177.4,141.4,Series
Hidden Truth,9.3,269.6,1226.4,63.7,Movie
Hidden Truth,7.6,225.2,701.2,165.7,Movie
Secret Saga,9.0,69.1,188.5,142.2,Movie
Dark Empire,6.4,193.5,126.8,163.9,Movie
Dark Reckoning,3.8,276.8,1271.6,152.5,Movie
Eternal Reckoning,6.4,149.4,714.9,94.4,Movie
Eternal Saga,3.8,220.4,668.2,92.7,Movie
Midnight Code,6.9,291.4,726.0,156.0,Series
Broken Destiny,6.1,207.4,439.3,82.2,Series
Final Saga,7.0,31.6,53.9,73.3,Series
Stranger Reckoning,3.1,74.1,228.6,61.8,Movie
Lost Legacy,4.3,178.9,192.6,95.8,Series
Final Legacy,6.2,83.4,386.7,71.9,Series
Hidden Reckoning,9.2,287.3,371.1,156.2,Series
Shadow Legacy,5.5,122.2,471.1,118.1,Movie
Broken Reckoning,5.8,137.7,259.0,90.3,Series
Midnight Empire,7.6,210.8,319.9,132.3,Movie
Midnight War,6.9,157.8,475.0,68.4,Movie
Hidden Code,4.9,115.3,454.6,147.1,Movie
Dark War,5.7,23.9,90.1,120.2,Series
Eternal Prophecy,4.4,179.3,278.3,60.8,Movie
Midnight Reckoning,9.3,260.4,517.5,98.3,Movie
Lost Prophecy,3.8,206.0,908.4,150.0,Movie
Final Prophecy,5.4,115.1,432.2,82.6,Movie
Midnight Saga,3.2,39.2,145.3,175.4,Movie
Lost Chronicles,4.4,245.1,419.1,167.6,Series
Eternal Empire,8.1,282.6,1148.5,153.4,Series
Hidden Code,4.3,117.1,247.4,69.4,Movie
Broken Chronicles,3.5,218.9,504.8,102.5,Movie
Dark Code,6.1,123.8,222.1,95.8,Series
Broken Truth,3.1,151.2,158.2,76.5,Series
Hidden Code,3.6,251.1,600.6,180.0,Movie
Secret Prophecy,8.2,25.9,14.9,77.7,Movie
Dark Code,8.0,159.6,407.2,97.8,Series
Lost Code,8.9,65.2,245.3,165.6,Movie
Shadow Reckoning,8.6,102.6,494.9,77.3,Movie
Shadow Reckoning,7.4,193.7,165.4,116.3,Series
Secret Prophecy,3.3,9.1,16.1,177.1,Movie
Lost Truth,8.1,178.6,486.4,89.7,Series
Lost War,8.5,85.7,108.6,144.4,Series
Eternal War,8.2,201.2,206.4,69.6,Movie
Final Destiny,6.3,43.3,109.8,132.1,Series
Broken Chronicles,4.5,221.0,688.0,100.7,Series
Midnight Chronicles,8.5,194.0,813.0,143.9,Series
Hidden Reckoning,7.7,291.4,1454.1,111.9,Series
Shadow Code,9.4,273.5,1089.7,95.9,Movie
Broken War,4.0,85.7,128.2,125.5,Movie
Hidden Empire,4.5,9.2,35.6,76.8,Movie
Lost Empire,4.4,197.0,574.7,157.7,Movie
Final Chronicles,8.2,181.3,458.4,150.1,Movie
Midnight Chronicles,4.2,9.2,43.3,125.4,Movie
Dark Chronicles,3.4,37.7,138.0,104.0,Movie
Eternal War,9.5,175.8,627.2,169.8,Movie
Eternal War,3.2,273.6,151.3,136.1,Movie
Stranger Reckoning,8.4,272.0,1194.8,94.2,Movie
Dark Destiny,5.4,46.3,188.4,156.8,Movie
Lost Empire,8.5,116.0,214.0,136.2,Series
Final Code,6.6,13.9,25.2,75.2,Series
Final Destiny,8.9,141.3,104.7,73.7,Movie
Stranger Destiny,9.0,226.2,164.9,172.6,Movie
Dark Truth,3.1,237.2,832.3,94.5,Series
Dark Truth,3.5,150.2,201.0,139.6,Movie
Lost Prophecy,4.6,29.7,138.3,64.4,Series
Broken Code,7.4,115.0,493.4,126.8,Series
Shadow Empire,8.8,279.7,579.0,87.7,Movie
Eternal Legacy,6.0,69.7,154.1,76.8,Movie
Stranger War,6.9,96.6,190.6,152.8,Movie
Dark Truth,4.2,224.3,205.4,157.1,Movie
Broken Empire,8.2,220.3,141.3,145.8,Movie
Hidden Legacy,9.3,273.7,693.7,61.3,Series
Midnight Reckoning,4.7,117.0,555.0,94.2,Series
Hidden Prophecy,6.2,154.9,716.8,103.3,Movie
Eternal War,3.6,140.8,583.5,142.9,Series
Dark Prophecy,6.6,278.4,926.7,150.7,Series
Shadow Destiny,6.3,231.0,1005.5,135.3,Movie
Shadow Code,3.9,249.6,703.3,154.7,Movie
Shadow Code,5.9,40.8,53.5,111.3,Series
Broken Code,5.2,237.8,851.0,125.0,Movie
Final Destiny,6.4,130.5,605.9,67.7,Movie
Hidden Empire,6.8,8.0,4.7,111.3,Movie
Lost War,3.1,19.0,31.0,111.9,Series
Secret Empire,7.9,203.7,345.2,133.4,Movie
Hidden Chronicles,7.6,112.2,106.1,105.3,Movie
Final Prophecy,5.4,260.6,394.7,88.6,Series
Eternal Prophecy,3.3,220.5,491.3,88.5,Movie
Eternal Saga,7.9,7.5,35.5,76.1,Movie
Final Reckoning,9.2,206.4,902.2,144.1,Movie
Secret Chronicles,4.6,58.5,278.3,134.7,Movie
Lost Chronicles,5.1,127.4,132.8,129.5,Movie
Final Saga,4.2,187.8,117.6,123.7,Movie
Lost Legacy,6.8,261.9,260.5,104.1,Series
Shadow Chronicles,4.0,137.4,634.0,152.2,Movie
Shadow Prophecy,5.3,242.7,293.4,170.6,Series
Final Prophecy,7.5,235.1,723.4,112.8,Series
Shadow Reckoning,6.6,124.9,190.4,109.1,Series
Stranger Truth,5.5,150.8,89.4,79.5,Movie
Hidden Truth,5.7,210.4,185.3,140.5,Movie
Hidden Destiny,6.7,10.3,38.0,127.0,Series
Shadow Prophecy,3.0,267.4,353.1,178.6,Movie
Eternal Truth,3.5,231.2,354.0,130.1,Movie
Secret Chronicles,8.7,75.6,166.1,94.6,Movie
Secret Truth,3.5,294.4,1017.9,127.6,Movie
Hidden Chronicles,7.6,54.6,142.6,178.2,Series
Secret War,9.0,274.3,1303.1,146.8,Movie
Dark Legacy,4.8,98.0,240.5,75.4,Movie
Lost Prophecy,5.4,229.2,320.0,101.2,Movie
Stranger War,6.7,137.5,400.5,95.8,Movie
Dark Empire,8.7,221.2,559.4,162.8,Movie
Secret Saga,9.1,47.6,192.4,133.3,Series
Eternal Prophecy,7.8,81.6,384.2,157.2,Movie
Broken War,3.6,30.9,131.7,81.1,Series
Eternal Legacy,7.3,259.7,584.5,169.0,Series
Final Chronicles,5.7,89.6,131.9,67.0,Movie
Broken Empire,6.1,208.6,962.7,105.0,Movie
Hidden Code,3.3,246.2,550.7,61.7,Series
Broken Code,4.2,270.5,1072.8,82.1,Series
Stranger Prophecy,8.1,32.8,162.5,175.5,Movie
Stranger Legacy,6.0,268.0,830.4,69.4,Series
Dark Code,5.0,60.0,159.6,77.4,Series
Stranger Saga,5.5,221.3,807.6,171.0,Movie
Dark Reckoning,8.6,218.9,300.5,145.2,Series
Dark Saga,7.9,3.5,9.4,108.8,Movie
Dark Saga,4.8,67.0,127.7,68.3,Movie
Secret Empire,3.8,148.1,183.5,154.2,Movie
Midnight War,4.6,126.6,410.9,119.1,Series
Final Prophecy,9.0,275.7,852.1,98.8,Movie
Final Reckoning,6.8,108.6,426.3,103.3,Movie
Secret War,6.5,281.2,1245.3,120.6,Series
Shadow War,6.9,138.4,206.5,126.1,Movie
Final Destiny,5.4,289.3,1159.7,158.2,Movie
Dark War,8.2,221.5,476.9,152.6,Movie
Broken Empire,6.4,249.0,829.1,152.0,Movie
Lost Prophecy,3.8,32.4,140.2,147.5,Movie
Dark Reckoning,3.8,176.3,291.4,150.9,Movie
Lost Empire,6.5,43.7,140.0,141.3,Series
Hidden Chronicles,9.1,90.0,239.5,164.2,Movie
Secret War,5.0,187.4,760.4,126.9,Movie
Secret Reckoning,8.7,218.1,793.4,122.5,Movie
Eternal Chronicles,8.0,12.7,50.3,144.2,Movie
Shadow Code,4.6,159.8,287.0,79.9,Movie
Eternal Chronicles,3.2,170.0,623.8,153.2,Series
Hidden Reckoning,3.7,24.6,79.4,172.3,Movie
Lost Code,7.7,150.7,385.0,95.6,Movie
Dark Destiny,4.3,214.4,472.2,133.3,Movie
Hidden Legacy,5.4,16.9,33.7,63.9,Series
Broken Legacy,6.3,228.3,124.1,151.9,Series
Shadow Chronicles,7.7,173.4,219.0,127.2,Series
Final Destiny,3.7,250.1,191.4,140.8,Movie
Stranger Empire,5.6,66.2,285.8,77.2,Series
Dark Chronicles,6.2,250.1,1093.0,157.1,Movie
Broken Truth,6.5,29.3,126.2,90.7,Movie
Stranger Reckoning,8.3,121.7,508.8,142.2,Series
Shadow Empire,4.1,60.6,90.7,131.2,Movie
Secret Chronicles,8.3,262.9,713.3,138.5,Series
Dark Legacy,7.5,211.8,971.2,66.0,Movie
Stranger Prophecy,6.6,8.6,33.7,149.0,Movie
Midnight Destiny,7.5,3.8,1.9,155.4,Series
Secret Empire,5.7,88.1,226.2,117.0,Movie
Midnight Truth,3.9,43.8,24.0,109.1,Movie
Eternal Reckoning,7.3,189.5,334.1,101.1,Movie
Shadow Saga,6.4,199.5,491.0,171.3,Series
Broken Saga,7.2,282.6,1276.8,150.6,Series
Shadow Prophecy,5.2,285.7,984.2,143.8,Movie
Broken Code,8.9,198.0,422.0,171.1,Movie
Dark Code,6.8,2.7,7.3,101.9,Movie
Final Destiny,3.6,108.3,452.5,135.6,Series
Dark Empire,5.9,154.4,285.4,142.3,Series
Hidden War,7.9,150.3,491.1,179.5,Movie
Hidden Truth,8.2,181.4,304.8,111.3,Movie
Hidden Truth,6.2,288.2,766.6,108.0,Movie
Broken Chronicles,8.8,265.7,162.3,70.1,Movie
Secret Truth,4.7,33.6,145.7,71.8,Movie
Eternal War,5.7,80.5,57.8,121.4,Series
Dark Destiny,8.8,250.1,377.6,80.5,Movie
Stranger Reckoning,8.8,247.5,495.2,68.8,Series
Stranger Legacy,7.5,83.3,276.0,175.8,Series
Secret Truth,8.6,219.4,820.6,174.2,Series
Lost Empire,3.6,201.9,174.0,99.0,Movie
Shadow War,8.6,142.6,99.2,154.8,Movie
Midnight Prophecy,5.1,61.2,250.6,164.7,Movie
Lost War,4.2,266.7,988.1,115.8,Series
Shadow Chronicles,4.6,203.7,864.1,86.8,Movie
Stranger Empire,5.7,51.5,182.5,75.6,Series
Stranger Destiny,4.6,211.7,821.3,76.9,Movie
Secret Reckoning,5.1,222.7,491.2,155.6,Movie
Stranger Code,3.9,266.2,840.1,106.1,Series
Broken War,4.9,67.6,278.8,143.2,Series
Secret Prophecy,6.7,296.6,378.0,124.6,Movie
Dark War,5.9,46.9,112.7,107.4,Movie
Lost Saga,5.3,180.6,692.1,74.9,Series
Stranger Reckoning,7.9,197.5,572.1,100.0,Series
Broken Legacy,8.8,126.3,450.6,160.8,Series
Lost Truth,7.9,143.0,260.0,157.4,Movie
Secret Saga,5.2,267.4,172.6,63.4,Movie
Hidden War,7.8,193.9,122.4,76.8,Movie
Broken War,4.0,149.6,709.5,150.7,Movie
Midnight Prophecy,3.8,39.4,187.2,100.3,Movie
Stranger Empire,5.2,3.2,4.6,137.2,Series
Midnight Prophecy,8.3,38.4,44.7,127.5,Movie
Hidden War,4.6,286.9,166.9,138.2,Series
Secret Legacy,3.4,229.5,353.6,66.4,Series
Midnight War,3.9,290.2,581.7,171.7,Movie
Broken Chronicles,8.6,11.7,18.6,62.5,Movie
Eternal Destiny,7.1,204.4,835.6,61.0,Movie
Eternal Legacy,4.6,14.2,55.0,87.1,Movie
Final Legacy,6.6,234.8,203.0,179.2,Movie
Secret Empire,6.4,114.9,418.0,68.7,Movie
Shadow Chronicles,7.3,29.6,84.1,164.9,Movie
